Algorithm,Problem,IndicatorName,ExecutionId,IndicatorValue
SMSEMOA__100__25000__0_95__0_01,MPC_1001485,HV,2,0.7143591140053952
SMSEMOA__100__25000__0_95__0_01,MPC_1042576,HV,0,0.954128196440083
SMSEMOA__100__25000__0_95__0_01,MPC_1042576,HV,1,0.9624041412955658
SMSEMOA__100__25000__0_95__0_01,MPC_1042576,HV,2,0.9629327368400653
SMSEMOA__100__25000__0_95__0_015,MPC_1045862,HV,0,0.47526066037336323
SMSEMOA__100__25000__0_95__0_015,MPC_1045862,HV,1,0.4870576153075854
SMSEMOA__100__25000__0_95__0_015,MPC_1045862,HV,2,0.4847727933433483
SMSEMOA__100__25000__0_95__0_015,MPC_1005583,HV,0,0.12201729803207102
SMSEMOA__100__25000__0_95__0_015,MPC_1005583,HV,1,0.13078901373624213
SMSEMOA__100__25000__0_95__0_015,MPC_1005583,HV,2,0.13462404481090248
SMSEMOA__100__25000__0_95__0_015,MPC_1046202,HV,0,0.7244768357478324
SMSEMOA__100__25000__0_95__0_015,MPC_1046202,HV,1,0.7309251939286255
SMSEMOA__100__25000__0_95__0_015,MPC_1046202,HV,2,0.7360001200121687
SMSEMOA__100__25000__0_95__0_015,MPC_1046653,HV,0,0.8145538396510255
SMSEMOA__100__25000__0_95__0_015,MPC_1046653,HV,1,0.8120364468172373
